町丁名,世帯数,男,女,date
神楽坂５丁目,368,306,374,2023-05-01
神楽坂６丁目,526,362,431,2023-05-01
細工町,263,215,216,2023-05-01
二十騎町,417,316,360,2023-05-01
揚場町,58,49,52,2023-05-01
津久戸町,61,45,43,2023-05-01
東五軒町,1302,1087,1233,2023-05-01
西五軒町,1101,887,924,2023-05-01
赤城元町,258,216,234,2023-05-01
南榎町,708,690,717,2023-05-01
袋町,368,330,332,2023-05-01
払方町,538,470,530,2023-05-01
南町,398,433,440,2023-05-01
北町,534,464,536,2023-05-01
納戸町,582,527,579,2023-05-01
南山伏町,458,364,380,2023-05-01
北山伏町,394,246,338,2023-05-01
白銀町,789,630,789,2023-05-01
下宮比町,190,106,143,2023-05-01
矢来町,2519,2089,2341,2023-05-01
若宮町,532,486,496,2023-05-01
岩戸町,430,286,355,2023-05-01
中町,272,272,246,2023-05-01
箪笥町,477,311,371,2023-05-01
横寺町,623,475,487,2023-05-01
筑土八幡町,635,462,553,2023-05-01
新小川町,2226,1761,1708,2023-05-01
神楽河岸,0,0,0,2023-05-01
市谷薬王寺町,2199,1647,1762,2023-05-01
市谷柳町,962,637,741,2023-05-01
市谷仲之町,1405,1202,1370,2023-05-01
赤城下町,879,681,647,2023-05-01
天神町,719,519,549,2023-05-01
榎町,510,338,357,2023-05-01
東榎町,288,186,189,2023-05-01
早稲田町,927,603,713,2023-05-01
早稲田南町,476,372,401,2023-05-01
馬場下町,333,255,243,2023-05-01
原町１丁目,917,723,785,2023-05-01
原町２丁目,700,623,628,2023-05-01
原町３丁目,1257,960,1122,2023-05-01
喜久井町,1143,975,938,2023-05-01
築地町,327,252,307,2023-05-01
弁天町,2112,1686,1826,2023-05-01
中里町,354,324,360,2023-05-01
山吹町,2799,1885,2106,2023-05-01
改代町,406,316,304,2023-05-01
水道町,756,508,497,2023-05-01
早稲田鶴巻町,3932,2720,2888,2023-05-01
住吉町,1861,1375,1402,2023-05-01
市谷台町,922,716,685,2023-05-01
河田町,1642,1536,1493,2023-05-01
若松町,3520,2752,3105,2023-05-01
余丁町,2572,1991,2086,2023-05-01
戸山１丁目,1538,1208,1291,2023-05-01
戸山２丁目,3357,2051,3279,2023-05-01
戸山３丁目,663,545,569,2023-05-01
富久町,4173,3623,3536,2023-05-01
百人町１丁目,2905,2081,1486,2023-05-01
百人町２丁目,3391,2521,2046,2023-05-01
百人町３丁目,2609,2600,2832,2023-05-01
百人町４丁目,1690,1155,1560,2023-05-01
大久保１丁目,2949,2057,1721,2023-05-01
大久保２丁目,5436,4083,3579,2023-05-01
大久保３丁目,2501,2317,2452,2023-05-01
戸塚町１丁目,159,101,115,2023-05-01
西早稲田１丁目,3833,2750,2882,2023-05-01
西早稲田２丁目,4262,3167,3029,2023-05-01
西早稲田３丁目,4196,3480,3335,2023-05-01
高田馬場１丁目,2952,2325,2085,2023-05-01
高田馬場２丁目,1417,1078,870,2023-05-01
高田馬場３丁目,4274,3138,2747,2023-05-01
高田馬場４丁目,4308,3423,3079,2023-05-01
下落合１丁目,2106,1391,1359,2023-05-01
下落合２丁目,2153,1839,1846,2023-05-01
下落合３丁目,2716,2088,2540,2023-05-01
下落合４丁目,2720,2187,2322,2023-05-01
中落合１丁目,2496,1885,1844,2023-05-01
中落合２丁目,2976,2513,2590,2023-05-01
中落合３丁目,2416,1957,2181,2023-05-01
中落合４丁目,1726,1522,1501,2023-05-01
上落合１丁目,3377,2681,2664,2023-05-01
上落合２丁目,3334,2464,2389,2023-05-01
上落合３丁目,3352,2455,2290,2023-05-01
西落合１丁目,2989,2256,2426,2023-05-01
西落合２丁目,2617,2158,2143,2023-05-01
西落合３丁目,1934,1497,1688,2023-05-01
西落合４丁目,1373,1115,1229,2023-05-01
中井１丁目,1316,959,796,2023-05-01
中井２丁目,1781,1596,1662,2023-05-01
北新宿１丁目,5411,3952,3316,2023-05-01
北新宿２丁目,3377,2828,2543,2023-05-01
北新宿３丁目,4824,3677,3301,2023-05-01
北新宿４丁目,4532,3292,3124,2023-05-01
西新宿１丁目,28,23,23,2023-05-01
西新宿２丁目,1,1,4,2023-05-01
西新宿３丁目,1686,1130,1063,2023-05-01
西新宿４丁目,5092,3729,3405,2023-05-01
西新宿５丁目,2706,2100,1902,2023-05-01
西新宿６丁目,2505,2009,1733,2023-05-01
西新宿７丁目,1743,1321,971,2023-05-01
西新宿８丁目,2301,1639,1527,2023-05-01
四谷１丁目,279,241,294,2023-04-01
四谷２丁目,280,209,231,2023-04-01
四谷３丁目,286,192,217,2023-04-01
四谷４丁目,2206,1738,1637,2023-04-01
四谷本塩町,341,264,247,2023-04-01
四谷三栄町,1097,953,1025,2023-04-01
四谷坂町,1687,1338,1230,2023-04-01
若葉１丁目,1417,1299,1253,2023-04-01
若葉２丁目,484,433,426,2023-04-01
若葉３丁目,638,503,486,2023-04-01
須賀町,803,685,673,2023-04-01
左門町,1080,731,893,2023-04-01
信濃町,607,426,527,2023-04-01
南元町,1424,1184,1397,2023-04-01
荒木町,1721,1262,1266,2023-04-01
舟町,1033,677,743,2023-04-01
愛住町,910,690,693,2023-04-01
大京町,2486,1845,2119,2023-04-01
霞ヶ丘町,1,1,0,2023-04-01
内藤町,707,630,699,2023-04-01
片町,331,229,213,2023-04-01
新宿１丁目,3157,2213,1964,2023-04-01
新宿２丁目,925,689,517,2023-04-01
新宿３丁目,81,74,35,2023-04-01
新宿４丁目,175,142,96,2023-04-01
新宿５丁目,2285,1552,1239,2023-04-01
新宿６丁目,3136,2259,1958,2023-04-01
新宿７丁目,4273,3356,3094,2023-04-01
歌舞伎町１丁目,144,108,52,2023-04-01
歌舞伎町２丁目,1838,1429,709,2023-04-01
市谷田町１丁目,15,8,18,2023-04-01
市谷田町２丁目,332,261,336,2023-04-01
市谷田町３丁目,192,158,187,2023-04-01
市谷本村町,1789,1558,1129,2023-04-01
市谷砂土原町１丁目,102,93,109,2023-04-01
市谷砂土原町２丁目,266,204,257,2023-04-01
市谷砂土原町３丁目,471,481,501,2023-04-01
市谷左内町,271,237,257,2023-04-01
市谷加賀町１丁目,247,312,349,2023-04-01
市谷加賀町２丁目,993,761,1026,2023-04-01
市谷甲良町,478,396,456,2023-04-01
市谷船河原町,75,93,93,2023-04-01
市谷長延寺町,81,34,73,2023-04-01
市谷鷹匠町,54,35,39,2023-04-01
市谷山伏町,321,273,307,2023-04-01
市谷八幡町,66,59,63,2023-04-01
神楽坂１丁目,12,13,14,2023-04-01
神楽坂２丁目,123,80,111,2023-04-01
神楽坂３丁目,278,224,190,2023-04-01
神楽坂４丁目,99,81,100,2023-04-01
神楽坂５丁目,367,304,373,2023-04-01
神楽坂６丁目,525,365,426,2023-04-01
細工町,260,214,215,2023-04-01
二十騎町,421,319,363,2023-04-01
揚場町,59,50,52,2023-04-01
津久戸町,62,46,43,2023-04-01
東五軒町,1300,1093,1226,2023-04-01
西五軒町,1101,884,929,2023-04-01
赤城元町,258,213,235,2023-04-01
南榎町,702,688,715,2023-04-01
袋町,370,329,334,2023-04-01
払方町,536,470,534,2023-04-01
南町,394,430,439,2023-04-01
北町,535,465,539,2023-04-01
納戸町,579,521,573,2023-04-01
南山伏町,458,363,381,2023-04-01
北山伏町,397,252,338,2023-04-01
白銀町,787,629,790,2023-04-01
下宮比町,190,107,142,2023-04-01
矢来町,2524,2090,2341,2023-04-01
若宮町,527,482,494,2023-04-01
岩戸町,430,285,355,2023-04-01
中町,271,271,246,2023-04-01
箪笥町,471,308,367,2023-04-01
横寺町,629,477,489,2023-04-01
筑土八幡町,634,457,558,2023-04-01
新小川町,2193,1732,1694,2023-04-01
神楽河岸,0,0,0,2023-04-01
市谷薬王寺町,2191,1637,1758,2023-04-01
市谷柳町,962,637,743,2023-04-01
市谷仲之町,1401,1201,1377,2023-04-01
赤城下町,872,678,644,2023-04-01
天神町,718,515,548,2023-04-01
榎町,507,337,355,2023-04-01
東榎町,284,183,187,2023-04-01
早稲田町,919,601,706,2023-04-01
早稲田南町,455,359,393,2023-04-01
馬場下町,324,248,241,2023-04-01
原町１丁目,915,725,786,2023-04-01
原町２丁目,687,621,611,2023-04-01
原町３丁目,1257,967,1120,2023-04-01
喜久井町,1142,977,939,2023-04-01
築地町,328,253,304,2023-04-01
弁天町,2088,1680,1809,2023-04-01
中里町,353,323,363,2023-04-01
山吹町,2777,1887,2091,2023-04-01
改代町,402,311,304,2023-04-01
水道町,766,512,505,2023-04-01
早稲田鶴巻町,3884,2690,2874,2023-04-01
住吉町,1862,1383,1404,2023-04-01
市谷台町,921,715,685,2023-04-01
河田町,1634,1530,1494,2023-04-01
若松町,3497,2756,3090,2023-04-01
余丁町,2585,2002,2090,2023-04-01
戸山１丁目,1541,1200,1303,2023-04-01
戸山２丁目,3356,2038,3276,2023-04-01
戸山３丁目,662,548,568,2023-04-01
富久町,4149,3606,3527,2023-04-01
百人町１丁目,2887,2101,1452,2023-04-01
百人町２丁目,3333,2491,2020,2023-04-01
百人町３丁目,2594,2597,2820,2023-04-01
百人町４丁目,1679,1147,1555,2023-04-01
大久保１丁目,2929,2046,1725,2023-04-01
大久保２丁目,5379,4060,3553,2023-04-01
大久保３丁目,2487,2309,2455,2023-04-01
戸塚町１丁目,158,102,115,2023-04-01
西早稲田１丁目,3791,2730,2856,2023-04-01
西早稲田２丁目,4192,3143,3006,2023-04-01
西早稲田３丁目,4135,3427,3326,2023-04-01
高田馬場１丁目,2922,2311,2082,2023-04-01
高田馬場２丁目,1397,1060,867,2023-04-01
高田馬場３丁目,4250,3135,2729,2023-04-01
高田馬場４丁目,4241,3399,3043,2023-04-01
下落合１丁目,2065,1367,1344,2023-04-01
下落合２丁目,2125,1818,1826,2023-04-01
下落合３丁目,2709,2099,2525,2023-04-01
下落合４丁目,2728,2191,2335,2023-04-01
中落合１丁目,2477,1868,1834,2023-04-01
中落合２丁目,2930,2487,2560,2023-04-01
中落合３丁目,2424,1971,2190,2023-04-01
中落合４丁目,1738,1540,1504,2023-04-01
上落合１丁目,3363,2687,2650,2023-04-01
上落合２丁目,3310,2455,2379,2023-04-01
上落合３丁目,3333,2455,2282,2023-04-01
西落合１丁目,2979,2256,2412,2023-04-01
西落合２丁目,2598,2146,2133,2023-04-01
西落合３丁目,1924,1484,1682,2023-04-01
西落合４丁目,1372,1118,1233,2023-04-01
中井１丁目,1314,955,806,2023-04-01
中井２丁目,1768,1590,1651,2023-04-01
北新宿１丁目,5368,3934,3303,2023-04-01
北新宿２丁目,3362,2822,2543,2023-04-01
北新宿３丁目,4650,3560,3245,2023-04-01
北新宿４丁目,4467,3273,3090,2023-04-01
西新宿１丁目,28,23,23,2023-04-01
西新宿２丁目,1,1,4,2023-04-01
西新宿３丁目,1673,1136,1047,2023-04-01
西新宿４丁目,5108,3753,3424,2023-04-01
西新宿５丁目,2657,2064,1856,2023-04-01
西新宿６丁目,2511,2012,1739,2023-04-01
西新宿７丁目,1735,1322,966,2023-04-01
西新宿８丁目,2290,1636,1531,2023-04-01
四谷１丁目,284,244,301,2023-03-01
四谷２丁目,283,212,235,2023-03-01
四谷３丁目,276,188,214,2023-03-01
四谷４丁目,2202,1740,1640,2023-03-01
四谷本塩町,340,258,248,2023-03-01
四谷三栄町,1095,948,1024,2023-03-01
四谷坂町,1678,1338,1227,2023-03-01
若葉１丁目,1414,1301,1255,2023-03-01
若葉２丁目,485,430,430,2023-03-01
若葉３丁目,635,501,483,2023-03-01
須賀町,803,686,673,2023-03-01
左門町,1088,735,902,2023-03-01
信濃町,586,422,507,2023-03-01
南元町,1404,1178,1381,2023-03-01
荒木町,1709,1254,1263,2023-03-01
舟町,1030,668,752,2023-03-01
愛住町,910,696,698,2023-03-01
大京町,2436,1840,2090,2023-03-01
霞ヶ丘町,1,1,0,2023-03-01
内藤町,700,618,685,2023-03-01
片町,330,229,213,2023-03-01
新宿１丁目,3155,2222,1971,2023-03-01
新宿２丁目,921,685,514,2023-03-01
新宿３丁目,81,74,36,2023-03-01
新宿４丁目,174,141,98,2023-03-01
新宿５丁目,2261,1539,1231,2023-03-01
新宿６丁目,3106,2252,1936,2023-03-01
新宿７丁目,4266,3344,3106,2023-03-01
歌舞伎町１丁目,141,107,50,2023-03-01
歌舞伎町２丁目,1826,1424,703,2023-03-01
市谷田町１丁目,15,8,18,2023-03-01
市谷田町２丁目,331,257,337,2023-03-01
市谷田町３丁目,191,157,188,2023-03-01
市谷本村町,1765,1544,1126,2023-03-01
市谷砂土原町１丁目,102,93,109,2023-03-01
市谷砂土原町２丁目,256,200,250,2023-03-01
市谷砂土原町３丁目,469,476,496,2023-03-01
市谷左内町,266,233,253,2023-03-01
市谷加賀町１丁目,244,309,346,2023-03-01
市谷加賀町２丁目,966,767,999,2023-03-01
市谷甲良町,477,399,456,2023-03-01
市谷船河原町,75,94,94,2023-03-01
市谷長延寺町,80,35,72,2023-03-01
市谷鷹匠町,50,33,37,2023-03-01
市谷山伏町,320,270,307,2023-03-01
市谷八幡町,65,58,63,2023-03-01
神楽坂１丁目,11,12,14,2023-03-01
神楽坂２丁目,123,80,112,2023-03-01
神楽坂３丁目,278,222,192,2023-03-01
神楽坂４丁目,98,81,99,2023-03-01
神楽坂５丁目,368,302,377,2023-03-01
神楽坂６丁目,528,368,425,2023-03-01
細工町,264,218,219,2023-03-01
二十騎町,423,322,367,2023-03-01
揚場町,61,52,53,2023-03-01
津久戸町,60,45,42,2023-03-01
東五軒町,1274,1093,1203,2023-03-01
西五軒町,1091,882,919,2023-03-01
赤城元町,261,217,237,2023-03-01
南榎町,705,696,721,2023-03-01
袋町,365,320,332,2023-03-01
払方町,538,473,536,2023-03-01
南町,398,431,444,2023-03-01
北町,530,463,531,2023-03-01
納戸町,574,520,573,2023-03-01
南山伏町,454,353,386,2023-03-01
北山伏町,397,248,341,2023-03-01
白銀町,780,622,787,2023-03-01
下宮比町,192,109,143,2023-03-01
矢来町,2499,2085,2350,2023-03-01
若宮町,525,483,493,2023-03-01
岩戸町,428,284,354,2023-03-01
中町,271,272,244,2023-03-01
箪笥町,471,310,367,2023-03-01
横寺町,625,477,490,2023-03-01
筑土八幡町,617,460,540,2023-03-01
新小川町,2143,1699,1665,2023-03-01
神楽河岸,0,0,0,2023-03-01
市谷薬王寺町,2144,1607,1726,2023-03-01
市谷柳町,931,628,719,2023-03-01
市谷仲之町,1385,1196,1357,2023-03-01
赤城下町,876,682,648,2023-03-01
天神町,717,517,545,2023-03-01
榎町,496,326,355,2023-03-01
東榎町,277,180,180,2023-03-01
早稲田町,911,603,698,2023-03-01
早稲田南町,453,362,393,2023-03-01
馬場下町,318,245,240,2023-03-01
原町１丁目,899,722,774,2023-03-01
原町２丁目,687,620,611,2023-03-01
原町３丁目,1243,959,1125,2023-03-01
喜久井町,1129,964,933,2023-03-01
築地町,329,257,301,2023-03-01
弁天町,2071,1676,1801,2023-03-01
中里町,351,321,358,2023-03-01
山吹町,2756,1883,2084,2023-03-01
改代町,399,310,306,2023-03-01
水道町,760,511,500,2023-03-01
早稲田鶴巻町,3877,2699,2854,2023-03-01
住吉町,1869,1385,1411,2023-03-01
市谷台町,924,712,692,2023-03-01
河田町,1615,1508,1478,2023-03-01
若松町,3473,2739,3078,2023-03-01
余丁町,2561,1996,2081,2023-03-01
戸山１丁目,1506,1193,1284,2023-03-01
戸山２丁目,3325,2046,3252,2023-03-01
戸山３丁目,656,544,567,2023-03-01
富久町,4136,3608,3539,2023-03-01
百人町１丁目,2868,2097,1449,2023-03-01
百人町２丁目,3383,2522,2051,2023-03-01
百人町３丁目,2602,2605,2835,2023-03-01
百人町４丁目,1681,1157,1559,2023-03-01
大久保１丁目,2977,2076,1748,2023-03-01
大久保２丁目,5361,4028,3581,2023-03-01
大久保３丁目,2474,2326,2446,2023-03-01
戸塚町１丁目,171,115,119,2023-03-01
西早稲田１丁目,3766,2717,2858,2023-03-01
西早稲田２丁目,4142,3116,2980,2023-03-01
西早稲田３丁目,4148,3437,3344,2023-03-01
高田馬場１丁目,2929,2313,2083,2023-03-01
高田馬場２丁目,1394,1058,878,2023-03-01
高田馬場３丁目,4306,3161,2765,2023-03-01
高田馬場４丁目,4255,3418,3057,2023-03-01
下落合１丁目,2123,1411,1377,2023-03-01
下落合２丁目,2109,1806,1809,2023-03-01
下落合３丁目,2694,2097,2518,2023-03-01
下落合４丁目,2702,2189,2309,2023-03-01
中落合１丁目,2455,1859,1819,2023-03-01
中落合２丁目,2930,2488,2561,2023-03-01
中落合３丁目,2415,1968,2188,2023-03-01
中落合４丁目,1721,1531,1493,2023-03-01
上落合１丁目,3345,2690,2642,2023-03-01
上落合２丁目,3282,2439,2380,2023-03-01
上落合３丁目,3282,2428,2259,2023-03-01
西落合１丁目,2941,2242,2393,2023-03-01
西落合２丁目,2597,2141,2137,2023-03-01
西落合３丁目,1894,1471,1670,2023-03-01
西落合４丁目,1345,1101,1219,2023-03-01
中井１丁目,1300,949,800,2023-03-01
中井２丁目,1752,1599,1629,2023-03-01
北新宿１丁目,5364,3941,3295,2023-03-01
北新宿２丁目,3352,2824,2543,2023-03-01
北新宿３丁目,4751,3631,3288,2023-03-01
北新宿４丁目,4423,3259,3072,2023-03-01
西新宿１丁目,29,23,24,2023-03-01
西新宿２丁目,1,1,4,2023-03-01
西新宿３丁目,1641,1134,1026,2023-03-01
西新宿４丁目,5112,3767,3440,2023-03-01
西新宿５丁目,2621,2055,1848,2023-03-01
西新宿６丁目,2497,2004,1729,2023-03-01
西新宿７丁目,1720,1302,967,2023-03-01
西新宿８丁目,2267,1630,1531,2023-03-01
四谷１丁目,285,244,307,2023-02-01
四谷２丁目,286,216,236,2023-02-01
四谷３丁目,279,187,217,2023-02-01
四谷４丁目,2209,1745,1646,2023-02-01
四谷本塩町,339,258,248,2023-02-01
四谷三栄町,1103,952,1030,2023-02-01
四谷坂町,1675,1338,1221,2023-02-01
若葉１丁目,1416,1306,1250,2023-02-01
若葉２丁目,483,429,430,2023-02-01
若葉３丁目,633,498,483,2023-02-01
須賀町,800,681,667,2023-02-01
左門町,1084,736,896,2023-02-01
信濃町,600,431,515,2023-02-01
南元町,1409,1187,1382,2023-02-01
荒木町,1716,1260,1265,2023-02-01
舟町,1037,678,750,2023-02-01
愛住町,916,701,698,2023-02-01
大京町,2440,1834,2100,2023-02-01
霞ヶ丘町,1,1,0,2023-02-01
内藤町,699,615,685,2023-02-01
片町,331,228,216,2023-02-01
新宿１丁目,3169,2232,1974,2023-02-01
新宿２丁目,927,691,513,2023-02-01
新宿３丁目,81,75,36,2023-02-01
新宿４丁目,177,144,97,2023-02-01
新宿５丁目,2224,1524,1206,2023-02-01
新宿６丁目,3099,2247,1933,2023-02-01
新宿７丁目,4290,3353,3124,2023-02-01
歌舞伎町１丁目,140,105,51,2023-02-01
歌舞伎町２丁目,1831,1427,705,2023-02-01
市谷田町１丁目,15,8,18,2023-02-01
市谷田町２丁目,330,256,334,2023-02-01
市谷田町３丁目,196,158,192,2023-02-01
市谷本村町,1782,1554,1134,2023-02-01
市谷砂土原町１丁目,102,95,108,2023-02-01
市谷砂土原町２丁目,259,205,251,2023-02-01
市谷砂土原町３丁目,467,477,496,2023-02-01
市谷左内町,260,228,249,2023-02-01
市谷加賀町１丁目,247,307,348,2023-02-01
市谷加賀町２丁目,971,770,1008,2023-02-01
市谷甲良町,479,401,457,2023-02-01
市谷船河原町,76,97,97,2023-02-01
市谷長延寺町,81,36,73,2023-02-01
市谷鷹匠町,54,37,37,2023-02-01
市谷山伏町,319,274,304,2023-02-01
市谷八幡町,65,58,64,2023-02-01
神楽坂１丁目,12,13,15,2023-02-01
神楽坂２丁目,122,79,113,2023-02-01
神楽坂３丁目,283,226,193,2023-02-01
神楽坂４丁目,97,80,99,2023-02-01
神楽坂５丁目,370,302,377,2023-02-01
神楽坂６丁目,522,361,423,2023-02-01
細工町,262,217,215,2023-02-01
二十騎町,425,324,370,2023-02-01
揚場町,59,49,53,2023-02-01
津久戸町,60,45,42,2023-02-01
東五軒町,1276,1096,1211,2023-02-01
西五軒町,1086,881,917,2023-02-01
赤城元町,261,216,238,2023-02-01
南榎町,704,694,714,2023-02-01
袋町,366,321,331,2023-02-01
払方町,536,475,542,2023-02-01
南町,392,423,440,2023-02-01
北町,522,461,519,2023-02-01
納戸町,573,520,577,2023-02-01
南山伏町,450,349,383,2023-02-01
北山伏町,394,245,340,2023-02-01
白銀町,778,621,787,2023-02-01
下宮比町,193,111,144,2023-02-01
矢来町,2500,2084,2345,2023-02-01
若宮町,528,485,494,2023-02-01
岩戸町,424,283,354,2023-02-01
中町,268,269,244,2023-02-01
箪笥町,473,311,370,2023-02-01
横寺町,634,476,496,2023-02-01
筑土八幡町,626,465,544,2023-02-01
新小川町,2127,1682,1659,2023-02-01
神楽河岸,0,0,0,2023-02-01
市谷薬王寺町,2122,1581,1718,2023-02-01
市谷柳町,928,623,715,2023-02-01
市谷仲之町,1380,1195,1359,2023-02-01
赤城下町,872,681,647,2023-02-01
天神町,717,515,548,2023-02-01
榎町,497,328,353,2023-02-01
東榎町,273,177,179,2023-02-01
早稲田町,919,610,705,2023-02-01
早稲田南町,455,366,393,2023-02-01
馬場下町,325,250,242,2023-02-01
原町１丁目,898,723,772,2023-02-01
原町２丁目,684,621,608,2023-02-01
原町３丁目,1238,962,1124,2023-02-01
喜久井町,1131,963,938,2023-02-01
築地町,329,255,301,2023-02-01
弁天町,2077,1671,1804,2023-02-01
中里町,350,322,358,2023-02-01
山吹町,2757,1882,2081,2023-02-01
改代町,393,307,303,2023-02-01
水道町,758,510,503,2023-02-01
早稲田鶴巻町,3903,2724,2866,2023-02-01
住吉町,1846,1368,1404,2023-02-01
市谷台町,920,705,694,2023-02-01
河田町,1619,1524,1476,2023-02-01
若松町,3468,2740,3076,2023-02-01
余丁町,2550,1988,2077,2023-02-01
戸山１丁目,1512,1202,1281,2023-02-01
戸山２丁目,3342,2057,3269,2023-02-01
戸山３丁目,662,548,569,2023-02-01
富久町,4137,3613,3532,2023-02-01
百人町１丁目,2883,2114,1457,2023-02-01
百人町２丁目,3434,2558,2063,2023-02-01
百人町３丁目,2604,2605,2845,2023-02-01
百人町４丁目,1686,1160,1560,2023-02-01
大久保１丁目,2997,2088,1755,2023-02-01
大久保２丁目,5355,4021,3587,2023-02-01
大久保３丁目,2498,2341,2473,2023-02-01
戸塚町１丁目,175,117,121,2023-02-01
西早稲田１丁目,3760,2709,2856,2023-02-01
西早稲田２丁目,4239,3172,3023,2023-02-01
西早稲田３丁目,4141,3435,3347,2023-02-01
高田馬場１丁目,2927,2301,2080,2023-02-01
高田馬場２丁目,1401,1067,881,2023-02-01
高田馬場３丁目,4337,3180,2775,2023-02-01
高田馬場４丁目,4270,3437,3058,2023-02-01
下落合１丁目,2152,1432,1387,2023-02-01
下落合２丁目,2117,1810,1812,2023-02-01
下落合３丁目,2682,2099,2517,2023-02-01
下落合４丁目,2703,2186,2306,2023-02-01
中落合１丁目,2459,1866,1820,2023-02-01
中落合２丁目,2931,2493,2566,2023-02-01
中落合３丁目,2421,1972,2191,2023-02-01
中落合４丁目,1713,1527,1482,2023-02-01
上落合１丁目,3334,2678,2634,2023-02-01
上落合２丁目,3294,2447,2383,2023-02-01
上落合３丁目,3295,2442,2275,2023-02-01
西落合１丁目,2926,2233,2393,2023-02-01
西落合２丁目,2593,2138,2127,2023-02-01
西落合３丁目,1903,1483,1676,2023-02-01
西落合４丁目,1354,1105,1225,2023-02-01
中井１丁目,1303,957,797,2023-02-01
中井２丁目,1753,1605,1619,2023-02-01
北新宿１丁目,5378,3946,3313,2023-02-01
北新宿２丁目,3332,2806,2541,2023-02-01
北新宿３丁目,4752,3643,3284,2023-02-01
北新宿４丁目,4451,3285,3082,2023-02-01
西新宿１丁目,29,23,24,2023-02-01
西新宿２丁目,1,1,4,2023-02-01
西新宿３丁目,1633,1126,1025,2023-02-01
西新宿４丁目,5120,3780,3448,2023-02-01
西新宿５丁目,2611,2054,1846,2023-02-01
西新宿６丁目,2508,2013,1742,2023-02-01
西新宿７丁目,1710,1293,965,2023-02-01
西新宿８丁目,2259,1637,1518,2023-02-01
四谷１丁目,283,242,307,2023-01-01
四谷２丁目,281,213,232,2023-01-01
四谷３丁目,284,188,224,2023-01-01
四谷４丁目,2210,1752,1647,2023-01-01
四谷本塩町,342,259,249,2023-01-01
四谷三栄町,1102,955,1029,2023-01-01
四谷坂町,1687,1344,1232,2023-01-01
若葉１丁目,1410,1313,1242,2023-01-01
若葉２丁目,486,432,437,2023-01-01
若葉３丁目,633,497,481,2023-01-01
須賀町,805,688,668,2023-01-01
左門町,1078,733,891,2023-01-01
信濃町,608,432,520,2023-01-01
南元町,1402,1179,1374,2023-01-01
荒木町,1707,1253,1257,2023-01-01
舟町,1030,674,742,2023-01-01
愛住町,916,700,701,2023-01-01
大京町,2432,1831,2097,2023-01-01
霞ヶ丘町,1,1,0,2023-01-01
内藤町,691,613,679,2023-01-01
片町,327,225,218,2023-01-01
新宿１丁目,3163,2226,1971,2023-01-01
新宿２丁目,923,691,509,2023-01-01
新宿３丁目,82,76,36,2023-01-01
新宿４丁目,180,146,98,2023-01-01
新宿５丁目,2220,1520,1203,2023-01-01
新宿６丁目,3093,2243,1930,2023-01-01
新宿７丁目,4303,3356,3125,2023-01-01
歌舞伎町１丁目,140,106,50,2023-01-01
歌舞伎町２丁目,1836,1421,718,2023-01-01
市谷田町１丁目,15,8,18,2023-01-01
市谷田町２丁目,324,254,326,2023-01-01
市谷田町３丁目,192,154,190,2023-01-01
市谷本村町,1796,1565,1140,2023-01-01
市谷砂土原町１丁目,104,97,110,2023-01-01
市谷砂土原町２丁目,260,207,253,2023-01-01
市谷砂土原町３丁目,463,472,492,2023-01-01
市谷左内町,258,229,246,2023-01-01
市谷加賀町１丁目,246,303,344,2023-01-01
市谷加賀町２丁目,986,770,1027,2023-01-01
市谷甲良町,476,399,454,2023-01-01
市谷船河原町,77,98,99,2023-01-01
市谷長延寺町,81,36,73,2023-01-01
市谷鷹匠町,54,36,38,2023-01-01
市谷山伏町,318,275,303,2023-01-01
市谷八幡町,65,58,64,2023-01-01
神楽坂１丁目,12,13,15,2023-01-01
神楽坂２丁目,123,80,111,2023-01-01
神楽坂３丁目,280,224,192,2023-01-01
神楽坂４丁目,98,81,101,2023-01-01
神楽坂５丁目,373,303,379,2023-01-01
神楽坂６丁目,522,363,424,2023-01-01
細工町,262,218,212,2023-01-01
二十騎町,426,324,373,2023-01-01
揚場町,59,49,53,2023-01-01
津久戸町,60,45,42,2023-01-01
東五軒町,1282,1095,1216,2023-01-01
西五軒町,1078,875,917,2023-01-01
赤城元町,262,215,240,2023-01-01
南榎町,707,699,713,2023-01-01
袋町,365,320,333,2023-01-01
払方町,534,475,539,2023-01-01
南町,392,422,440,2023-01-01
北町,524,468,525,2023-01-01
納戸町,567,513,571,2023-01-01
南山伏町,443,348,381,2023-01-01
北山伏町,396,245,342,2023-01-01
白銀町,779,626,787,2023-01-01
下宮比町,194,110,145,2023-01-01
矢来町,2488,2072,2340,2023-01-01
若宮町,531,488,497,2023-01-01
岩戸町,422,279,352,2023-01-01
中町,264,267,242,2023-01-01
箪笥町,475,312,373,2023-01-01
横寺町,636,477,498,2023-01-01
筑土八幡町,625,462,541,2023-01-01
新小川町,2117,1676,1664,2023-01-01
神楽河岸,0,0,0,2023-01-01
市谷薬王寺町,2107,1569,1710,2023-01-01
市谷柳町,930,624,720,2023-01-01
市谷仲之町,1379,1202,1356,2023-01-01
赤城下町,868,676,650,2023-01-01
天神町,712,509,549,2023-01-01
榎町,494,326,352,2023-01-01
東榎町,273,177,179,2023-01-01
早稲田町,917,610,704,2023-01-01
早稲田南町,451,363,391,2023-01-01
馬場下町,324,251,242,2023-01-01
原町１丁目,897,717,772,2023-01-01
